SchemEx-2015-0,SchemEx-2015-1,null,null,null,0.09818046
SchemEx-2015-1,SchemEx-2015-2,null,null,null,0.085056975
SchemEx-2015-2,SchemEx-2015-3,null,null,null,0.03680443
SchemEx-2015-3,SchemEx-2015-4,null,null,null,0.19117273
SchemEx-2015-4,SchemEx-2015-5,null,null,null,0.20631579
SchemEx-2015-5,SchemEx-2015-6,null,null,null,0.12430352
SchemEx-2015-6,SchemEx-2015-7,null,null,null,0.3709273
SchemEx-2015-7,SchemEx-2015-8,null,null,null,0.11769727
SchemEx-2015-8,SchemEx-2015-9,null,null,null,0.11888207
SchemEx-2015-9,SchemEx-2015-10,null,null,null,0.10563372
SchemEx-2015-10,SchemEx-2015-11,null,null,null,0.15828988
SchemEx-2015-11,SchemEx-2015-12,null,null,null,0.05572878
SchemEx-2015-12,SchemEx-2015-13,null,null,null,0.18969426
SchemEx-2015-13,SchemEx-2015-14,null,null,null,1.651156
SchemEx-2015-14,SchemEx-2015-15,null,null,null,0.92705107
SchemEx-2015-15,SchemEx-2015-16,null,null,null,0.45356274
SchemEx-2015-16,SchemEx-2015-17,null,null,null,0.08057439
SchemEx-2015-17,SchemEx-2015-18,null,null,null,0.038349412
SchemEx-2015-18,SchemEx-2015-19,null,null,null,0.07324758
SchemEx-2015-19,SchemEx-2015-20,null,null,null,0.6578503
SchemEx-2015-20,SchemEx-2015-21,null,null,null,0.6773811
SchemEx-2015-21,SchemEx-2015-22,null,null,null,0.20003965
SchemEx-2015-22,SchemEx-2015-23,null,null,null,0.58513224
SchemEx-2015-23,SchemEx-2015-24,null,null,null,0.5053781
SchemEx-2015-24,SchemEx-2015-25,null,null,null,0.49876043
SchemEx-2015-25,SchemEx-2015-26,null,null,null,0.25292984
SchemEx-2015-26,SchemEx-2015-27,null,null,null,0.46747738
SchemEx-2015-27,SchemEx-2015-28,null,null,null,0.39740372
SchemEx-2015-28,SchemEx-2015-29,null,null,null,0.20827496
SchemEx-2015-29,SchemEx-2015-30,null,null,null,0.17340688
SchemEx-2015-30,SchemEx-2015-31,null,null,null,0.17965943
SchemEx-2015-31,SchemEx-2015-32,null,null,null,0.19193242
SchemEx-2015-32,SchemEx-2015-33,null,null,null,0.18211064
SchemEx-2015-33,SchemEx-2015-34,null,null,null,0.819712
SchemEx-2015-34,SchemEx-2015-35,null,null,null,1.0183733
SchemEx-2015-35,SchemEx-2015-36,null,null,null,0.060073197
SchemEx-2015-36,SchemEx-2015-37,null,null,null,0.12538062
SchemEx-2015-37,SchemEx-2015-38,null,null,null,0.1618594
SchemEx-2015-38,SchemEx-2015-39,null,null,null,0.16842985
SchemEx-2015-39,SchemEx-2015-40,null,null,null,0.83248365
SchemEx-2015-40,SchemEx-2015-41,null,null,null,0.13176844
SchemEx-2015-41,SchemEx-2015-42,null,null,null,0.14313143
SchemEx-2015-42,SchemEx-2015-43,null,null,null,0.16676086
SchemEx-2015-43,SchemEx-2015-44,null,null,null,0.10485467
SchemEx-2015-44,SchemEx-2015-45,null,null,null,0.10965157
SchemEx-2015-45,SchemEx-2015-46,null,null,null,0.06342282
SchemEx-2015-46,SchemEx-2015-47,null,null,null,0.133729
SchemEx-2015-47,SchemEx-2015-48,null,null,null,0.1166639
SchemEx-2015-48,SchemEx-2015-49,null,null,null,0.18680444
SchemEx-2015-49,SchemEx-2015-50,null,null,null,0.08969377
SchemEx-2015-50,SchemEx-2015-51,null,null,null,0.4651798
